Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
male,41,187.0,91.0,13.0,91.0,40.2,58.0
male,32,181.0,82.0,15.0,93.0,40.3,63.0
female,75,161.0,69.0,19.0,93.0,40.3,103.0
male,53,180.0,77.0,27.0,103.0,40.7,178.0
male,68,201.0,105.0,19.0,100.0,40.3,142.0
male,23,175.0,78.0,19.0,104.0,40.6,101.0
female,37,159.0,62.0,25.0,101.0,40.6,143.0
female,34,148.0,48.0,13.0,94.0,40.2,66.0
female,41,152.0,55.0,25.0,103.0,40.6,153.0
male,20,167.0,70.0,18.0,91.0,40.7,55.0
female,24,169.0,63.0,2.0,81.0,37.8,7.0
female,78,167.0,69.0,5.0,93.0,39.2,27.0
male,25,187.0,91.0,13.0,89.0,40.0,44.0
female,44,160.0,59.0,26.0,106.0,40.6,167.0
male,51,181.0,82.0,9.0,79.0,39.8,27.0
female,44,164.0,59.0,29.0,109.0,40.6,196.0
male,38,191.0,89.0,8.0,82.0,39.4,24.0
male,65,189.0,91.0,13.0,96.0,40.1,83.0
male,43,183.0,88.0,12.0,95.0,40.0,62.0
male,21,172.0,70.0,20.0,99.0,40.4,86.0
male,24,170.0,72.0,9.0,77.0,39.7,10.0
female,29,161.0,65.0,28.0,110.0,41.1,182.0
male,32,175.0,79.0,8.0,98.0,39.9,39.0
female,45,177.0,74.0,8.0,84.0,39.7,31.0
female,36,172.0,72.0,4.0,80.0,39.2,13.0
female,21,157.0,59.0,28.0,114.0,40.7,192.0
female,70,164.0,63.0,7.0,86.0,39.6,33.0
female,33,163.0,65.0,26.0,108.0,40.7,165.0
female,36,154.0,52.0,21.0,100.0,40.5,120.0
female,68,149.0,52.0,22.0,86.0,40.3,106.0
female,32,164.0,62.0,25.0,100.0,40.3,138.0
female,57,178.0,78.0,21.0,102.0,40.9,125.0
male,60,199.0,109.0,16.0,96.0,40.2,105.0
female,27,161.0,55.0,13.0,93.0,40.2,62.0
male,42,179.0,77.0,4.0,72.0,38.4,6.0
female,24,182.0,74.0,7.0,88.0,39.3,28.0
female,23,189.0,79.0,5.0,94.0,38.9,22.0
female,73,146.0,50.0,30.0,110.0,40.8,225.0
female,72,169.0,72.0,6.0,87.0,39.4,28.0
female,38,170.0,64.0,9.0,91.0,39.6,42.0
male,49,187.0,89.0,24.0,99.0,40.7,145.0
male,36,201.0,106.0,29.0,115.0,41.2,238.0
male,23,193.0,88.0,1.0,84.0,37.7,3.0
male,66,188.0,93.0,1.0,85.0,37.7,5.0
male,47,188.0,84.0,26.0,105.0,40.8,175.0
female,49,173.0,66.0,4.0,81.0,38.9,15.0
female,77,166.0,68.0,19.0,101.0,40.1,121.0
female,29,165.0,62.0,21.0,102.0,40.5,119.0
male,62,172.0,81.0,14.0,88.0,40.5,68.0
female,52,154.0,57.0,11.0,89.0,40.1,53.0
female,73,157.0,64.0,20.0,106.0,40.4,137.0
male,53,194.0,93.0,27.0,104.0,40.5,191.0
male,41,195.0,96.0,19.0,100.0,40.5,113.0
male,74,191.0,99.0,14.0,89.0,40.2,83.0
female,26,178.0,74.0,14.0,96.0,40.4,68.0
female,31,154.0,48.0,12.0,96.0,40.1,63.0
female,36,149.0,53.0,16.0,94.0,40.4,81.0
female,64,159.0,56.0,3.0,91.0,38.5,16.0
male,22,190.0,94.0,15.0,91.0,40.2,55.0
female,65,149.0,50.0,25.0,105.0,40.4,170.0
male,41,177.0,84.0,8.0,84.0,39.7,26.0
female,21,182.0,77.0,19.0,102.0,40.4,101.0
female,56,162.0,59.0,26.0,101.0,41.1,159.0
female,22,152.0,59.0,26.0,109.0,41.1,165.0
male,76,196.0,97.0,13.0,90.0,40.0,80.0
female,59,186.0,85.0,16.0,89.0,40.4,72.0
female,72,172.0,72.0,13.0,101.0,40.1,81.0
male,36,205.0,112.0,22.0,107.0,40.9,157.0
male,23,183.0,84.0,29.0,112.0,40.9,193.0
male,24,185.0,90.0,8.0,86.0,39.6,23.0
female,33,151.0,53.0,18.0,97.0,40.4,96.0
male,44,172.0,81.0,5.0,82.0,38.9,15.0
male,45,197.0,104.0,16.0,101.0,40.1,104.0
male,70,195.0,98.0,14.0,102.0,40.5,108.0
female,27,171.0,68.0,6.0,87.0,39.2,24.0
male,33,189.0,93.0,15.0,95.0,40.5,71.0
female,32,161.0,63.0,17.0,99.0,40.3,92.0
male,77,190.0,90.0,9.0,88.0,39.4,52.0
female,33,167.0,65.0,18.0,98.0,40.6,95.0
female,31,171.0,68.0,28.0,107.0,40.7,173.0
female,41,154.0,52.0,30.0,117.0,40.9,229.0
male,22,183.0,91.0,29.0,114.0,41.0,204.0
female,51,171.0,71.0,17.0,95.0,40.2,88.0
male,22,178.0,80.0,28.0,113.0,40.7,186.0
female,29,156.0,51.0,12.0,95.0,39.6,61.0
female,67,186.0,76.0,27.0,107.0,40.6,181.0
female,77,161.0,59.0,2.0,79.0,38.0,8.0
female,26,156.0,59.0,26.0,109.0,40.8,167.0
female,74,164.0,63.0,29.0,104.0,40.8,194.0
female,29,162.0,61.0,24.0,101.0,40.6,134.0
female,68,170.0,73.0,6.0,93.0,39.3,32.0
male,34,180.0,78.0,17.0,100.0,40.4,89.0
female,41,177.0,70.0,27.0,116.0,40.6,197.0
female,48,176.0,74.0,18.0,94.0,40.4,90.0
male,46,183.0,89.0,14.0,95.0,39.9,74.0
female,51,179.0,76.0,21.0,88.0,40.4,92.0
male,42,186.0,89.0,13.0,89.0,40.2,55.0
male,44,180.0,82.0,3.0,86.0,38.9,11.0
female,47,165.0,64.0,11.0,96.0,39.6,59.0
male,31,188.0,86.0,10.0,94.0,39.4,44.0
female,37,152.0,56.0,3.0,80.0,38.9,11.0
male,38,177.0,79.0,28.0,107.0,41.0,182.0
female,73,167.0,67.0,2.0,86.0,38.4,9.0
male,72,178.0,79.0,19.0,108.0,40.1,158.0
female,26,163.0,59.0,4.0,86.0,38.8,16.0
female,37,164.0,63.0,12.0,91.0,39.8,56.0
male,52,179.0,87.0,7.0,84.0,39.5,27.0
female,23,160.0,58.0,26.0,101.0,40.7,144.0
female,63,160.0,61.0,8.0,88.0,40.0,38.0
male,62,183.0,94.0,5.0,84.0,39.2,23.0
male,24,160.0,61.0,1.0,77.0,37.7,1.0
male,26,178.0,82.0,28.0,122.0,41.0,231.0
male,33,169.0,71.0,24.0,110.0,40.7,157.0
female,26,164.0,59.0,1.0,87.0,38.0,4.0
male,36,163.0,69.0,24.0,102.0,40.8,131.0
male,32,176.0,80.0,25.0,102.0,40.6,137.0
female,26,164.0,61.0,12.0,88.0,40.2,50.0
male,42,194.0,91.0,3.0,79.0,38.6,8.0
male,34,175.0,72.0,22.0,105.0,40.7,129.0
male,29,185.0,88.0,16.0,96.0,40.3,74.0
male,35,185.0,87.0,11.0,85.0,40.0,35.0
male,78,172.0,80.0,3.0,86.0,38.8,16.0
male,44,196.0,102.0,30.0,101.0,41.1,192.0
female,23,154.0,52.0,19.0,103.0,40.6,111.0
male,32,182.0,86.0,29.0,110.0,40.8,198.0
female,36,174.0,67.0,27.0,110.0,40.8,178.0
male,35,174.0,78.0,7.0,98.0,39.4,35.0
male,45,192.0,101.0,18.0,86.0,40.3,75.0
female,51,175.0,76.0,24.0,111.0,40.8,164.0
male,35,186.0,90.0,14.0,100.0,40.0,78.0
male,51,175.0,81.0,6.0,83.0,39.3,21.0
male,61,170.0,79.0,13.0,89.0,39.8,64.0
male,70,176.0,85.0,25.0,99.0,40.7,174.0
female,79,178.0,73.0,19.0,99.0,40.6,116.0
male,20,179.0,75.0,17.0,109.0,40.3,99.0
male,65,191.0,96.0,27.0,110.0,40.9,233.0
male,73,197.0,100.0,10.0,94.0,40.0,67.0
male,28,166.0,66.0,2.0,72.0,38.0,1.0
male,48,184.0,83.0,19.0,92.0,40.7,91.0
female,38,153.0,56.0,8.0,86.0,39.4,34.0
female,43,160.0,60.0,4.0,83.0,39.0,16.0
male,30,180.0,80.0,5.0,89.0,39.4,17.0
male,68,170.0,74.0,14.0,90.0,39.9,74.0
male,48,173.0,74.0,15.0,90.0,40.2,65.0
male,56,169.0,79.0,26.0,102.0,40.4,172.0
male,28,199.0,96.0,21.0,103.0,40.2,122.0
female,28,150.0,53.0,22.0,110.0,40.6,146.0
female,55,155.0,54.0,5.0,81.0,39.0,20.0
male,24,201.0,94.0,14.0,99.0,40.5,69.0
male,73,172.0,80.0,30.0,101.0,41.2,219.0
female,28,167.0,64.0,16.0,108.0,40.7,101.0
female,58,161.0,65.0,17.0,92.0,40.7,87.0
female,23,181.0,78.0,13.0,93.0,40.3,57.0
male,38,174.0,74.0,22.0,103.0,40.6,127.0
female,41,167.0,62.0,29.0,105.0,40.9,180.0
male,48,195.0,95.0,15.0,93.0,40.2,78.0
female,72,170.0,73.0,5.0,90.0,39.1,25.0
male,79,176.0,83.0,3.0,83.0,38.7,15.0
female,37,160.0,63.0,18.0,101.0,40.4,103.0
male,52,190.0,93.0,26.0,105.0,40.5,187.0
male,77,176.0,79.0,2.0,85.0,38.5,10.0
male,24,188.0,93.0,18.0,99.0,40.3,89.0
male,39,189.0,89.0,6.0,89.0,39.1,24.0
male,26,183.0,85.0,22.0,107.0,40.4,133.0
female,42,150.0,52.0,25.0,98.0,40.7,141.0
male,33,183.0,80.0,20.0,99.0,40.6,102.0
male,78,186.0,91.0,5.0,84.0,39.1,26.0
male,24,174.0,74.0,4.0,86.0,39.0,10.0
female,27,159.0,58.0,1.0,80.0,37.5,3.0
male,67,181.0,85.0,2.0,76.0,37.9,7.0
male,30,199.0,100.0,24.0,105.0,40.6,150.0
male,76,197.0,99.0,5.0,78.0,39.3,22.0
female,31,165.0,62.0,7.0,85.0,39.3,27.0
male,40,202.0,103.0,10.0,94.0,40.2,52.0
male,60,196.0,96.0,12.0,97.0,39.9,77.0
female,27,159.0,54.0,12.0,97.0,40.4,63.0
female,27,159.0,58.0,8.0,89.0,39.8,35.0
male,50,182.0,85.0,14.0,90.0,40.2,65.0
male,36,185.0,87.0,20.0,100.0,40.4,110.0
male,45,184.0,88.0,15.0,97.0,40.0,83.0
female,52,191.0,78.0,16.0,92.0,40.5,77.0
female,27,167.0,63.0,3.0,83.0,38.4,11.0
male,76,190.0,95.0,22.0,104.0,40.4,181.0
female,20,158.0,57.0,25.0,108.0,40.7,156.0
female,28,167.0,63.0,1.0,73.0,37.6,3.0
male,56,194.0,97.0,11.0,84.0,40.0,47.0
male,79,180.0,82.0,21.0,103.0,40.2,167.0
male,40,183.0,82.0,27.0,103.0,40.8,164.0
female,77,159.0,61.0,28.0,114.0,40.8,219.0
female,77,152.0,56.0,27.0,107.0,40.7,193.0
female,67,161.0,57.0,18.0,94.0,40.3,100.0
male,63,189.0,89.0,7.0,90.0,39.4,38.0
male,35,188.0,89.0,5.0,83.0,39.0,15.0
female,22,178.0,80.0,5.0,89.0,39.4,20.0
male,44,170.0,70.0,9.0,85.0,39.5,30.0
female,79,150.0,58.0,17.0,97.0,40.4,104.0
male,53,202.0,107.0,26.0,100.0,40.6,176.0
female,33,174.0,72.0,20.0,98.0,40.6,104.0
male,73,170.0,75.0,5.0,89.0,38.9,27.0
male,29,192.0,98.0,12.0,93.0,40.2,52.0
female,28,159.0,62.0,7.0,89.0,39.0,30.0
male,21,165.0,65.0,9.0,89.0,39.6,24.0
female,34,170.0,65.0,24.0,108.0,40.9,153.0
male,40,162.0,64.0,22.0,111.0,40.4,151.0
female,20,180.0,72.0,4.0,90.0,38.6,16.0
female,29,164.0,64.0,16.0,96.0,40.2,80.0
male,65,196.0,98.0,21.0,103.0,40.2,160.0
male,39,197.0,106.0,8.0,95.0,39.3,43.0
male,61,184.0,80.0,25.0,104.0,40.5,180.0
male,69,195.0,98.0,16.0,101.0,40.1,120.0
female,21,155.0,59.0,21.0,94.0,40.4,99.0
male,72,194.0,97.0,27.0,107.0,40.9,230.0
male,33,160.0,67.0,20.0,103.0,40.0,108.0
male,21,178.0,81.0,27.0,116.0,40.9,191.0
male,37,192.0,91.0,24.0,117.0,40.9,197.0
male,44,184.0,84.0,10.0,92.0,39.6,46.0
female,23,168.0,67.0,17.0,101.0,40.7,92.0
male,34,182.0,81.0,4.0,72.0,38.5,4.0
female,50,178.0,77.0,29.0,111.0,40.7,198.0
male,40,212.0,118.0,27.0,111.0,40.7,217.0
female,46,155.0,55.0,2.0,87.0,37.9,9.0
male,48,176.0,82.0,9.0,83.0,40.0,31.0
female,71,174.0,77.0,8.0,88.0,39.9,38.0
female,22,168.0,63.0,23.0,109.0,40.7,145.0
female,64,164.0,57.0,15.0,92.0,39.7,80.0
female,79,165.0,65.0,29.0,106.0,40.8,202.0
male,28,187.0,90.0,25.0,110.0,40.7,168.0
male,24,199.0,97.0,6.0,87.0,39.2,19.0
female,26,167.0,67.0,19.0,111.0,41.0,124.0
male,29,196.0,91.0,22.0,96.0,40.6,103.0
male,32,168.0,69.0,19.0,100.0,40.4,94.0
female,23,173.0,65.0,15.0,98.0,40.2,77.0
female,38,158.0,63.0,21.0,103.0,40.6,125.0
male,35,194.0,98.0,6.0,86.0,39.5,22.0
female,56,173.0,71.0,26.0,94.0,40.6,135.0
male,51,182.0,85.0,12.0,90.0,39.8,56.0
male,38,204.0,113.0,27.0,99.0,40.9,163.0
male,20,195.0,98.0,25.0,110.0,40.7,162.0
male,32,175.0,74.0,26.0,93.0,40.7,104.0
female,47,172.0,66.0,20.0,108.0,40.6,132.0
female,72,163.0,62.0,13.0,86.0,40.0,62.0
female,72,177.0,79.0,1.0,83.0,37.8,4.0
female,47,166.0,63.0,13.0,99.0,40.2,74.0
female,32,154.0,57.0,20.0,92.0,40.8,95.0
male,53,194.0,94.0,11.0,94.0,40.0,61.0
female,25,176.0,73.0,25.0,109.0,40.8,155.0
female,27,157.0,55.0,15.0,101.0,40.5,85.0
female,47,161.0,61.0,3.0,84.0,38.8,12.0
female,22,171.0,69.0,12.0,90.0,39.8,50.0
male,34,187.0,91.0,12.0,94.0,39.9,55.0
female,41,162.0,60.0,30.0,104.0,41.3,184.0
female,21,150.0,50.0,19.0,104.0,40.1,113.0
female,24,167.0,62.0,17.0,88.0,40.3,70.0
male,76,197.0,97.0,27.0,109.0,41.1,244.0
male,56,179.0,79.0,1.0,87.0,37.5,4.0
male,48,180.0,81.0,24.0,97.0,40.7,133.0
male,69,194.0,104.0,17.0,101.0,40.2,130.0
male,31,179.0,84.0,5.0,86.0,38.9,16.0
female,20,155.0,56.0,12.0,89.0,40.1,51.0
female,45,167.0,62.0,30.0,118.0,40.9,230.0
female,37,156.0,58.0,8.0,92.0,39.8,39.0
female,30,148.0,52.0,7.0,88.0,39.2,30.0
male,27,192.0,94.0,24.0,104.0,40.9,140.0
male,29,194.0,95.0,16.0,99.0,40.1,83.0
female,45,174.0,69.0,21.0,108.0,40.4,137.0
male,35,200.0,107.0,9.0,96.0,40.0,48.0
male,74,184.0,88.0,16.0,97.0,40.0,111.0
female,42,162.0,62.0,14.0,97.0,40.4,75.0
female,48,175.0,75.0,3.0,76.0,38.9,9.0
male,68,166.0,71.0,3.0,67.0,38.7,5.0
male,48,195.0,97.0,3.0,81.0,38.7,10.0
male,65,186.0,86.0,21.0,110.0,40.6,177.0
male,26,181.0,80.0,11.0,91.0,39.4,39.0
female,28,159.0,58.0,3.0,78.0,38.3,9.0
male,50,179.0,79.0,27.0,101.0,40.7,167.0
male,43,177.0,73.0,29.0,115.0,40.6,227.0
male,20,176.0,73.0,18.0,97.0,40.9,72.0
female,53,167.0,67.0,28.0,112.0,40.7,199.0
male,41,175.0,82.0,4.0,80.0,38.9,11.0
male,38,176.0,77.0,10.0,91.0,39.9,40.0
female,47,176.0,77.0,15.0,87.0,39.8,63.0
male,39,191.0,91.0,22.0,90.0,40.3,93.0
male,42,182.0,85.0,23.0,100.0,40.7,133.0
male,26,179.0,81.0,27.0,107.0,40.6,161.0
female,61,166.0,62.0,16.0,99.0,40.4,95.0
female,62,186.0,86.0,22.0,102.0,40.1,131.0
female,62,156.0,57.0,26.0,105.0,40.8,173.0
female,56,153.0,53.0,6.0,80.0,39.2,24.0
male,71,189.0,95.0,5.0,77.0,38.8,20.0
male,24,191.0,91.0,26.0,107.0,40.6,158.0
male,28,187.0,84.0,24.0,105.0,40.9,140.0
female,40,152.0,49.0,11.0,87.0,39.8,49.0
male,71,177.0,75.0,23.0,110.0,40.4,195.0
male,22,163.0,65.0,19.0,98.0,40.4,77.0
male,58,179.0,82.0,23.0,107.0,40.4,173.0
female,24,169.0,71.0,4.0,77.0,38.8,11.0
male,56,191.0,101.0,12.0,98.0,40.1,78.0
female,29,164.0,63.0,19.0,100.0,40.5,104.0
male,30,186.0,89.0,27.0,102.0,40.9,151.0
male,40,187.0,88.0,14.0,87.0,40.0,53.0
male,70,193.0,97.0,15.0,96.0,40.1,102.0
male,33,199.0,104.0,8.0,82.0,39.6,24.0
male,64,194.0,97.0,5.0,80.0,39.2,20.0
female,40,167.0,63.0,19.0,97.0,40.5,101.0
female,27,155.0,53.0,22.0,108.0,40.6,141.0
female,41,156.0,61.0,14.0,98.0,39.9,77.0
male,41,178.0,79.0,19.0,104.0,40.2,118.0
male,24,193.0,84.0,21.0,100.0,40.1,103.0
male,21,187.0,87.0,29.0,100.0,40.7,139.0
female,22,168.0,66.0,4.0,87.0,38.5,16.0
female,63,162.0,67.0,9.0,83.0,39.8,38.0
male,77,182.0,88.0,28.0,104.0,41.1,228.0
male,74,182.0,90.0,21.0,102.0,40.5,162.0
female,20,169.0,64.0,2.0,83.0,37.9,7.0
female,57,163.0,61.0,22.0,101.0,40.8,134.0
male,22,173.0,74.0,20.0,98.0,40.4,85.0
female,38,153.0,59.0,14.0,99.0,40.4,78.0
female,50,176.0,73.0,10.0,85.0,40.0,41.0
male,33,186.0,81.0,29.0,106.0,40.3,179.0
male,32,185.0,84.0,17.0,98.0,40.3,84.0
male,57,184.0,92.0,18.0,103.0,40.4,128.0
female,33,142.0,45.0,12.0,97.0,40.0,65.0
female,27,177.0,72.0,10.0,90.0,39.7,42.0
female,33,165.0,64.0,23.0,96.0,40.4,117.0
male,40,199.0,105.0,20.0,105.0,40.8,137.0
female,20,158.0,52.0,29.0,110.0,41.1,189.0
female,63,168.0,63.0,7.0,92.0,39.4,36.0
female,75,182.0,82.0,22.0,99.0,40.5,130.0
male,30,186.0,85.0,14.0,98.0,39.9,68.0
female,21,170.0,67.0,13.0,90.0,39.8,55.0
female,22,163.0,64.0,28.0,105.0,40.9,164.0
male,56,171.0,71.0,8.0,87.0,39.6,33.0
female,28,166.0,68.0,28.0,111.0,40.8,183.0
male,72,164.0,72.0,9.0,83.0,40.1,39.0
male,24,205.0,99.0,18.0,94.0,40.7,77.0
male,29,191.0,87.0,13.0,94.0,40.1,56.0
male,26,187.0,84.0,9.0,80.0,39.7,18.0
male,26,181.0,78.0,16.0,98.0,40.2,73.0
male,23,181.0,87.0,25.0,104.0,40.9,138.0
female,38,163.0,63.0,19.0,105.0,40.5,117.0
female,59,161.0,58.0,24.0,104.0,40.9,156.0
male,41,180.0,87.0,15.0,96.0,39.9,77.0
female,33,163.0,63.0,22.0,101.0,40.7,124.0
male,54,187.0,88.0,23.0,101.0,40.9,151.0
male,20,185.0,83.0,12.0,101.0,40.2,58.0
male,24,181.0,78.0,16.0,91.0,39.7,54.0
male,23,177.0,73.0,23.0,108.0,40.6,133.0
male,30,162.0,68.0,4.0,80.0,38.8,7.0
female,53,169.0,66.0,20.0,109.0,40.5,136.0
male,21,178.0,75.0,16.0,94.0,40.3,58.0
female,59,162.0,64.0,24.0,106.0,40.8,159.0
male,31,191.0,90.0,25.0,106.0,40.9,156.0
female,73,184.0,83.0,13.0,97.0,40.3,73.0
female,48,168.0,73.0,28.0,99.0,40.6,155.0
male,29,195.0,99.0,21.0,99.0,40.6,111.0
female,21,182.0,72.0,6.0,87.0,39.0,23.0
female,26,185.0,79.0,4.0,76.0,38.8,10.0
male,70,180.0,77.0,9.0,100.0,40.0,63.0
male,29,167.0,71.0,5.0,85.0,39.2,13.0
female,38,181.0,74.0,8.0,84.0,39.9,30.0
female,42,161.0,64.0,11.0,98.0,39.9,60.0
male,33,201.0,103.0,23.0,98.0,40.7,125.0
male,32,197.0,98.0,26.0,111.0,40.7,188.0
male,56,175.0,82.0,11.0,88.0,39.9,50.0
male,36,178.0,77.0,29.0,105.0,41.2,176.0
female,20,168.0,64.0,12.0,96.0,39.8,58.0
male,31,179.0,83.0,21.0,94.0,40.6,90.0
female,69,154.0,59.0,18.0,86.0,40.6,85.0
male,31,177.0,78.0,7.0,80.0,39.5,15.0
female,31,170.0,64.0,10.0,99.0,39.8,54.0
female,27,166.0,68.0,8.0,90.0,39.3,34.0
male,27,183.0,81.0,24.0,99.0,40.7,115.0
female,29,174.0,65.0,9.0,90.0,39.6,39.0
male,32,187.0,85.0,19.0,99.0,40.7,98.0
male,21,178.0,81.0,17.0,97.0,40.1,72.0
male,46,176.0,83.0,27.0,109.0,40.8,196.0
female,31,158.0,64.0,24.0,94.0,40.4,116.0
female,24,161.0,57.0,12.0,96.0,40.1,60.0
male,26,178.0,80.0,28.0,105.0,40.6,158.0
male,58,187.0,90.0,29.0,107.0,41.0,223.0
female,50,152.0,48.0,13.0,87.0,39.9,60.0
male,26,211.0,113.0,15.0,103.0,40.1,91.0
female,47,173.0,67.0,2.0,86.0,38.1,8.0
male,47,170.0,70.0,24.0,109.0,40.6,169.0
female,47,172.0,75.0,30.0,104.0,40.7,181.0
female,54,162.0,63.0,13.0,101.0,40.0,78.0
female,46,170.0,71.0,27.0,114.0,40.7,193.0
female,21,155.0,53.0,4.0,88.0,38.7,17.0
male,21,181.0,83.0,21.0,102.0,40.3,105.0
female,24,158.0,52.0,29.0,103.0,41.1,169.0
male,24,172.0,77.0,27.0,105.0,41.0,148.0
female,33,182.0,78.0,5.0,83.0,39.3,18.0
female,33,154.0,54.0,16.0,90.0,40.3,73.0
male,63,181.0,86.0,4.0,86.0,39.1,19.0
male,56,185.0,83.0,28.0,103.0,40.7,192.0
male,72,185.0,89.0,12.0,85.0,40.1,60.0
female,73,184.0,83.0,15.0,98.0,40.6,86.0
female,58,169.0,72.0,27.0,101.0,41.2,161.0
male,42,173.0,81.0,23.0,107.0,40.3,155.0
male,23,181.0,77.0,15.0,88.0,40.0,43.0
female,26,155.0,53.0,19.0,102.0,40.2,109.0
male,24,184.0,84.0,16.0,87.0,40.1,47.0
male,22,192.0,95.0,24.0,112.0,40.9,164.0
female,24,141.0,43.0,11.0,100.0,40.3,62.0
female,34,156.0,56.0,24.0,102.0,40.7,141.0
male,68,188.0,90.0,10.0,85.0,40.1,49.0
female,32,165.0,61.0,10.0,89.0,39.6,44.0
male,67,179.0,83.0,10.0,89.0,39.9,53.0
male,73,185.0,88.0,8.0,90.0,39.5,47.0
male,46,189.0,88.0,7.0,87.0,39.2,28.0
male,60,190.0,91.0,25.0,102.0,40.8,177.0
male,28,176.0,71.0,2.0,82.0,38.5,4.0
male,39,189.0,91.0,13.0,91.0,39.8,57.0
female,25,181.0,78.0,15.0,96.0,39.9,71.0
male,78,180.0,87.0,20.0,102.0,40.4,157.0
male,44,188.0,91.0,21.0,103.0,40.2,135.0
female,50,166.0,62.0,26.0,111.0,40.5,183.0
female,34,159.0,60.0,17.0,98.0,40.1,91.0
male,70,189.0,87.0,16.0,94.0,40.5,100.0
female,26,160.0,61.0,6.0,83.0,38.9,22.0
male,31,189.0,86.0,20.0,101.0,40.5,108.0
female,27,146.0,50.0,6.0,83.0,39.2,23.0
male,69,189.0,95.0,15.0,95.0,40.4,98.0
male,35,192.0,94.0,4.0,84.0,38.8,13.0
male,73,181.0,91.0,19.0,98.0,40.6,135.0
male,53,175.0,75.0,7.0,95.0,39.9,37.0
male,61,182.0,93.0,14.0,82.0,40.2,58.0
male,45,208.0,111.0,11.0,99.0,39.7,70.0
female,33,153.0,53.0,26.0,111.0,40.3,178.0
male,41,191.0,90.0,9.0,90.0,39.6,39.0
male,26,190.0,93.0,3.0,77.0,38.4,5.0
male,22,176.0,79.0,9.0,90.0,39.6,29.0
male,40,184.0,82.0,26.0,103.0,41.1,158.0
female,26,160.0,56.0,18.0,104.0,40.0,107.0
female,33,159.0,58.0,22.0,99.0,40.7,121.0
female,24,175.0,75.0,20.0,101.0,40.9,106.0
male,27,191.0,90.0,18.0,107.0,40.6,112.0
female,39,181.0,80.0,11.0,84.0,39.8,41.0
male,41,172.0,74.0,25.0,109.0,40.5,171.0
male,25,182.0,81.0,8.0,91.0,39.5,28.0
male,26,192.0,90.0,11.0,89.0,40.0,38.0
female,37,152.0,51.0,17.0,96.0,40.4,91.0
male,39,185.0,90.0,13.0,100.0,40.0,75.0
female,32,173.0,63.0,2.0,84.0,38.3,8.0
female,45,174.0,70.0,26.0,107.0,40.9,166.0
female,76,160.0,60.0,16.0,110.0,40.5,118.0
male,22,194.0,96.0,14.0,92.0,40.2,54.0
female,44,166.0,57.0,22.0,106.0,40.6,142.0
female,34,150.0,58.0,4.0,79.0,38.9,13.0
female,20,170.0,63.0,10.0,91.0,40.0,43.0
female,42,158.0,57.0,13.0,84.0,40.0,53.0
female,49,173.0,75.0,3.0,81.0,38.5,11.0
male,64,185.0,92.0,28.0,112.0,41.0,246.0
female,34,155.0,57.0,26.0,109.0,40.9,171.0
female,27,174.0,68.0,24.0,109.0,40.6,152.0
female,60,159.0,55.0,30.0,117.0,40.9,238.0
female,50,171.0,70.0,2.0,81.0,37.9,7.0
male,41,188.0,92.0,27.0,103.0,41.3,171.0
female,24,157.0,55.0,13.0,93.0,39.9,62.0
male,59,183.0,88.0,22.0,101.0,40.8,150.0
male,28,184.0,88.0,1.0,86.0,37.7,3.0
female,35,178.0,72.0,14.0,93.0,40.2,66.0
male,50,180.0,78.0,26.0,102.0,40.6,164.0
female,22,170.0,64.0,30.0,115.0,41.2,208.0
female,30,181.0,79.0,16.0,102.0,40.4,88.0
female,24,169.0,67.0,23.0,112.0,40.4,152.0
female,27,148.0,50.0,8.0,91.0,39.4,37.0
female,43,173.0,69.0,22.0,102.0,40.6,128.0
male,31,173.0,79.0,12.0,79.0,40.3,23.0
male,59,196.0,100.0,14.0,92.0,40.4,80.0
male,22,202.0,107.0,10.0,93.0,39.6,42.0
male,44,178.0,77.0,4.0,85.0,38.5,14.0
male,58,193.0,96.0,23.0,108.0,40.5,184.0
male,50,191.0,96.0,20.0,90.0,40.6,98.0
male,60,181.0,79.0,9.0,92.0,39.4,48.0
female,48,183.0,71.0,26.0,104.0,40.6,159.0
male,27,195.0,94.0,20.0,98.0,40.5,99.0
female,40,162.0,60.0,21.0,109.0,40.6,140.0
male,29,203.0,100.0,22.0,105.0,40.7,137.0
female,58,159.0,57.0,21.0,101.0,40.5,129.0
female,42,162.0,56.0,28.0,108.0,41.0,186.0
female,41,158.0,54.0,19.0,99.0,40.3,108.0
male,61,189.0,91.0,13.0,86.0,40.3,61.0
male,44,200.0,103.0,16.0,97.0,40.4,93.0
male,35,193.0,98.0,10.0,85.0,39.7,35.0
female,73,185.0,79.0,15.0,95.0,40.1,82.0
male,24,180.0,77.0,18.0,96.0,40.4,74.0
female,22,165.0,63.0,4.0,88.0,39.0,16.0
male,31,185.0,80.0,11.0,92.0,40.2,43.0
male,42,179.0,83.0,4.0,83.0,39.0,13.0
female,54,183.0,74.0,29.0,107.0,40.9,188.0
female,28,178.0,74.0,18.0,100.0,40.5,95.0
female,67,147.0,52.0,3.0,92.0,38.5,16.0
male,52,191.0,85.0,2.0,81.0,37.9,7.0
male,59,178.0,87.0,17.0,101.0,40.5,115.0
female,48,197.0,89.0,18.0,102.0,40.3,102.0
male,25,183.0,85.0,3.0,83.0,38.5,7.0
female,58,161.0,61.0,11.0,87.0,39.9,51.0
